Email,First name,Last name,Company name,HubSpot Contact ID (synthetic),Salesforce Lead ID,Lead Source,Imported Funnel Stage,Lead Score,Industry,Segment,Region,Created Date,MQL Date,SQL Date,Form Submissions,Avg Conversion Score,Last Form Submission,Most Common Form,Email Sent Events,Email Delivered Events,Email Open Events,Email Click Events,Email Bounce Events,Email Unsubscribe Events
riley.parker2046@brightlabs.ai,Riley,Parker,Bright Labs,HS102046,SFLED002046,Partner,Disqualified,28,SaaS,Mid-Market,West,10/18/2025,,,1,37,12/1/2025,Contact Us,0,5,0,0,0,0
finley.price739@evergreensystems.com,Finley,Price,Evergreen Systems,HS100739,SFLED000739,Event,Lead,94,HR Tech,Enterprise,Mountain,11/3/2025,,,1,70,12/3/2025,CRM Audit,0,4,0,0,0,0
maya.young1588@clearpathmarkets43.net,Maya,Young,Clearpath Markets 43,HS101588,SFLED001588,Outbound,Lead,20,SaaS,SMB,International,5/28/2026,,,2,46.5,6/15/2026,CRM Audit,0,1,0,0,0,0
drew.stone2230@apexnetworks.co,Drew,Stone,Apex Networks,HS102230,SFLED002230,Webinar,MQL,61,Manufacturing Tech,Enterprise,Southeast,5/7/2026,5/23/2026,,0,0,,,0,6,0,0,0,0
riley.sullivan2556@brightgroup10.ai,Riley,Sullivan,Bright Group 10,,SFLED002556,Webinar,Lead,49,Healthcare Tech,Mid-Market,Northeast,2/15/2026,,,3,49,4/12/2026,Contact Us,0,2,0,0,0,0
reese.stone1898@signalmarkets.ai,Reese,Stone,Signal Markets,HS101898,SFLED001898,Direct,Lead,39,FinTech,Mid-Market,Southeast,2/8/2025,,,1,53,3/19/2025,Contact Us,0,0,0,0,0,0
hayden.wright503@northstarmarkets77.net,Hayden,Wright,Northstar Markets 77,HS100503,SFLED000503,Content Download,Lead,28,Ecommerce,Enterprise,Central,8/27/2025,,,1,76,9/1/2025,CRM Audit,0,5,0,0,0,0
casey.foster3178@catalystnetworks.ai,Casey,Foster,Catalyst Networks,HS103178,SFLED003178,Content Download,Lead,65,Manufacturing Tech,Enterprise,West,4/4/2025,,,0,0,,,0,3,0,0,0,0
drew.wright3409@vertexlabs38.co,Drew,Wright,Vertex Labs 38,HS103409,SFLED003409,Paid Search,Lead,12,FinTech,Mid-Market,International,5/5/2025,,,0,0,,,0,6,0,0,0,0
morgan.ross3504@novacloud58.com,Morgan,Ross,Nova Cloud 58,,SFLED003504,Event,MQL,88,Logistics Tech,Enterprise,Southeast,3/20/2026,4/8/2026,,2,69,4/16/2026,Contact Us,0,1,0,0,0,0
taylor.perry2594@nimbuslabs52.com,Taylor,Perry,Nimbus Labs 52,HS102594,SFLED002594,Referral,MQL,77,FinTech,SMB,West,9/16/2025,9/20/2025,,1,3,10/8/2025,RevOps Playbook,0,2,0,0,0,0
devon.perry1598@brightmarkets.ai,Devon,Perry,Bright Markets,HS101598,SFLED001598,Organic Search,Lead,36,Ecommerce,Mid-Market,West,11/24/2025,,,1,43,1/18/2026,Webinar Registration,0,0,0,0,0,0
alex.parker1477@atlasanalytics.co,Alex,Parker,Atlas Analytics,HS101477,SFLED001477,Content Download,Lead,41,Healthcare Tech,Mid-Market,Central,7/25/2025,,,2,53.5,7/31/2025,Demo Request,0,3,0,0,0,0
skyler.kim3691@nimbusplatform45.ai,Skyler,Kim,Nimbus Platform 45,,SFLED003691,Paid Search,Disqualified,21,Logistics Tech,Mid-Market,Mountain,8/10/2025,,,2,52.5,10/6/2025,Contact Us,0,5,0,0,0,0
drew.torres2613@catalystdata39.ai,Drew,Torres,Catalyst Data 39,HS102613,SFLED002613,Paid Search,Lead,61,Logistics Tech,Enterprise,West,8/13/2025,,,2,18,10/11/2025,Contact Us,0,2,0,0,0,0
taylor.perry2012@atlassystems29.io,Taylor,Perry,Atlas Systems 29,,SFLED002012,Outbound,Lead,51,Healthcare Tech,Mid-Market,International,11/8/2025,,,0,0,,,0,6,0,0,0,0
riley.long1225@apexops5.io,Riley,Long,Apex Ops 5,HS101225,,Organic Search,SQL,69,Manufacturing Tech,SMB,Central,5/3/2026,5/27/2026,5/21/2026,1,40,5/30/2026,ROI Calculator,0,1,0,0,0,0
morgan.brooks3032@apexgroup.com,Morgan,Brooks,Apex Group,HS103032,SFLED003032,Webinar,SQL,55,FinTech,Enterprise,International,4/11/2025,4/30/2025,5/16/2025,3,28.66666667,6/12/2025,Webinar Registration,0,1,0,0,0,0
jamie.stone3731@northstarsoftware4.co,Jamie,Stone,Northstar Software 45,HS103731,SFLED003731,Outbound,Subscriber,25,HR Tech,Mid-Market,Mountain,1/21/2026,,,1,30,3/25/2026,RevOps Playbook,0,2,0,0,0,0
reese.bell1083@apexdata.ai,Reese,Bell,Apex Data,HS101083,,Paid Search,Lead,53,HR Tech,Mid-Market,Mountain,5/8/2026,,,2,74.5,6/30/2026,CRM Audit,0,0,0,0,0,0
quinn.carter3899@meridianworks.ai,Quinn,Carter,Meridian Works,HS103899,SFLED003899,Webinar,Lead,33,FinTech,Enterprise,Central,9/30/2025,,,0,0,,,0,3,0,0,0,0
kendall.gray1381@ironwoodgroup82.io,Parker,Ross,Cobalt Labs 40,HS103645,SFLED003645,Direct,Lead,65,Logistics Tech,Mid-Market,International,9/16/2025,,,1,41,10/13/2025,Webinar Registration,0,2,0,0,0,0
rowan.price2044@vertexdynamics39.ai,Rowan,Price,Vertex Dynamics 39,HS102044,SFLED002044,Event,Lead,53,Ecommerce,Enterprise,Southeast,6/1/2025,,,0,0,,,0,4,0,0,0,0
charlie.bennett3156@bluepeaksystems86.net,Charlie,Bennett,BluePeak Systems 86,,SFLED003156,Outbound,Lead,45,Logistics Tech,Mid-Market,Southeast,5/18/2026,,,2,24.5,6/30/2026,Contact Us,0,5,0,0,0,0
drew.murphy1022@signaldata41.co,Drew,Murphy,Signal Data 41,HS101022,SFLED001022,Webinar,Lead,47,Cybersecurity,Enterprise,West,7/13/2025,,,0,0,,,0,2,0,0,0,0
morgan.carter3802@clearpathintellige.ai,Morgan,Carter,Clearpath Intelligence,HS103802,SFLED003802,Outbound,Lead,11,HR Tech,Mid-Market,Mountain,4/1/2025,,,0,0,,,0,0,0,0,0,0
harper.nelson3107@vertexlabs.ai,Harper,Nelson,Vertex Labs,HS103107,SFLED003107,Organic Search,SQL,56,HR Tech,Enterprise,Northeast,1/19/2026,1/30/2026,2/6/2026,2,53.5,1/25/2026,CRM Audit,0,1,0,0,0,0
harper.james1923@northstarmarkets65.io,Harper,James,Northstar Markets 65,HS101923,SFLED001923,Event,MQL,70,Healthcare Tech,Mid-Market,Southeast,3/23/2026,4/11/2026,,2,46.5,4/12/2026,Demo Request,0,1,0,0,0,0
harper.ward2526@keystonemarkets79.co,Harper,Ward,Keystone Markets 79,HS102526,SFLED002526,Referral,Lead,100,EdTech,SMB,Central,1/17/2025,,,4,51.75,3/21/2025,CRM Audit,0,1,0,0,0,0
morgan.james602@northstarintellige.io,Morgan,James,Northstar Intelligence,HS100602,SFLED000602,Referral,Lead,26,FinTech,Mid-Market,Southeast,7/3/2025,,,4,56.75,8/29/2025,Contact Us,0,1,0,0,0,0
rowan.gray4152@apexsystems70.net,Rowan,Gray,Apex Systems 70,HS104152,SFLED004152,Content Download,Subscriber,46,EdTech,SMB,West,3/22/2026,,,0,0,,,0,3,0,0,0,0
elliot.bell2792@bluepeakcloud17.co,Elliot,Bell,BluePeak Cloud 17,HS102792,SFLED002792,Paid Search,Lead,14,FinTech,Mid-Market,Mountain,9/18/2025,,,4,51.75,11/12/2025,CRM Audit,0,1,0,0,0,0
harper.wright577@meridianmarkets.com,Harper,Wright,Meridian Markets,HS100577,SFLED000577,Organic Search,Opportunity,100,HR Tech,Mid-Market,Southeast,12/23/2025,12/24/2025,1/8/2026,2,54.5,1/21/2026,HubSpot-SFDC Checklist,0,2,0,0,0,0
emerson.murphy2123@ironwoodops.co,Emerson,Murphy,Ironwood Ops,HS102123,SFLED002123,Event,Customer,70,Healthcare Tech,Mid-Market,Mountain,12/26/2025,1/13/2026,1/12/2026,2,55,2/24/2026,HubSpot-SFDC Checklist,0,2,0,0,0,0
skyler.perry4198@evergreensystems95.co,Skyler,Perry,Evergreen Systems 95,HS104198,SFLED004198,Outbound,Lead,40,HR Tech,Enterprise,Southeast,2/24/2026,,,1,21,4/9/2026,ROI Calculator,0,2,0,0,0,0
charlie.perry2571@catalystops73.net,Charlie,Perry,Catalyst Ops 73,HS102571,SFLED002571,Outbound,Lead,35,Manufacturing Tech,Mid-Market,West,1/11/2025,,,3,34.33333333,2/18/2025,CRM Audit,0,3,0,0,0,0
cameron.wright3222@cobaltplatform66.co,Cameron,Wright,Cobalt Platform 66,HS103222,SFLED003222,Paid Search,Lead,66,Manufacturing Tech,Enterprise,Central,2/1/2026,,,1,13,2/21/2026,Contact Us,0,5,0,0,0,0
riley.adams1121@cobaltmarkets.com,Riley,Adams,Cobalt Markets,HS101121,,Organic Search,Lead,26,Cybersecurity,Mid-Market,Southeast,1/8/2025,,,1,43,1/18/2025,ROI Calculator,0,3,0,0,0,0
skyler.patel3078@ironwoodcloud82.net,Skyler,Patel,Ironwood Cloud 82,HS103078,SFLED003078,Referral,Lead,32,Manufacturing Tech,SMB,International,5/17/2025,,,1,13,5/26/2025,Contact Us,0,4,0,0,0,0
riley.long3450@keystoneplatform.com,Riley,Long,Keystone Platform,HS103450,SFLED003450,Referral,Lead,95,HR Tech,Enterprise,Mountain,1/19/2026,,,1,40,2/7/2026,Webinar Registration,0,1,0,0,0,0
blake.king298@vertexnetworks66.net,Blake,King,Vertex Networks 66,HS100298,SFLED000298,Content Download,Lead,10,Ecommerce,Mid-Market,International,4/25/2025,,,0,0,,,0,3,0,0,0,0
quinn.miller1882@brighthealth.com,Quinn,Miller,Bright Health,HS101882,SFLED001882,Outbound,MQL,61,EdTech,SMB,International,2/10/2026,2/27/2026,,1,48,3/12/2026,Webinar Registration,0,3,0,0,0,0
devon.reed3333@pioneersystems72.net,Devon,Reed,Pioneer Systems 72,HS103333,SFLED003333,Paid Search,Lead,40,FinTech,Mid-Market,West,8/13/2025,,,2,50.5,10/11/2025,Contact Us,0,3,0,0,0,0
quinn.adams4036@atlaslabs38.com,Quinn,Adams,Atlas Labs 38,HS104036,SFLED004036,Outbound,Disqualified,25,Ecommerce,SMB,Southeast,7/10/2025,,,2,48.5,8/21/2025,Contact Us,0,1,0,0,0,0
kendall.murphy1988@brightgroup10.ai,Kendall,Murphy,Bright Group 10,HS101988,SFLED001988,Content Download,Lead,61,Healthcare Tech,Mid-Market,Northeast,5/13/2025,,,0,0,,,0,1,0,0,0,0
riley.bennett2928@clearpathgroup57.net,Riley,Bennett,Clearpath Group 57,HS102928,SFLED002928,Paid Search,Lead,60,FinTech,Enterprise,Central,1/11/2026,,,1,51,1/14/2026,CRM Audit,0,4,0,0,0,0
casey.gray2857@catalystnetworks.ai,Casey,Gray,Catalyst Networks,HS102857,SFLED002857,LinkedIn,Lead,24,Manufacturing Tech,Enterprise,West,3/4/2026,,,0,0,,,0,5,0,0,0,0
jordan.james600@meridianworks.ai,Jordan,James,Meridian Works,HS100600,SFLED000600,Event,Opportunity,94,FinTech,Enterprise,Central,6/17/2026,6/20/2026,7/23/2026,0,0,,,0,1,0,0,0,0
devon.stone3165@bluepeakops.com,Devon,Stone,BluePeak Ops,HS103165,SFLED003165,Webinar,Lead,51,Healthcare Tech,SMB,International,5/9/2025,,,1,61,7/7/2025,CRM Audit,0,3,0,0,0,0
devon.young3427@vertexmarkets87.com,Devon,Young,Vertex Markets 87,HS103427,SFLED003427,Outbound,Disqualified,10,HR Tech,Mid-Market,Southeast,5/23/2026,,,3,43.33333333,6/30/2026,CRM Audit,0,0,0,0,0,0
cameron.kim1034@meridiandynamics.co,Cameron,Kim,Meridian Dynamics,HS101034,SFLED001034,Webinar,MQL,54,FinTech,Mid-Market,Mountain,2/21/2026,3/7/2026,,1,50,3/25/2026,Webinar Registration,0,4,0,0,0,0
harper.carter2156@northstarworks5.com,Harper,Carter,Northstar Works 5,HS102156,SFLED002156,Webinar,Lead,24,Ecommerce,Mid-Market,West,1/3/2025,,,2,55,3/7/2025,Webinar Registration,0,1,0,0,0,0
finley.sullivan1170@atlasops.ai,Finley,Sullivan,Atlas Ops,HS101170,SFLED001170,Referral,Lead,21,Logistics Tech,Enterprise,Central,12/16/2025,,,1,68,2/9/2026,RevOps Playbook,0,5,0,0,0,0
finley.murphy1089@apexdynamics.ai,Finley,Murphy,Apex Dynamics,HS101089,SFLED001089,Organic Search,MQL,48,SaaS,Enterprise,Central,5/1/2025,5/15/2025,,0,0,,,0,1,0,0,0,0
reese.kim1234@summithealth.net,Reese,Kim,Summit Health,HS101234,SFLED001234,LinkedIn,MQL,41,Healthcare Tech,SMB,Central,4/14/2025,4/21/2025,,3,42.66666667,6/12/2025,Contact Us,0,5,0,0,0,0
morgan.reed4031@bluepeakplatform.co,Morgan,Reed,BluePeak Platform,,SFLED004031,Event,Lead,52,FinTech,Mid-Market,Northeast,9/24/2025,,,3,52.66666667,11/19/2025,Contact Us,0,1,0,0,0,0
skyler.wright1953@bluepeakdynamics.ai,Skyler,Wright,BluePeak Dynamics,HS101953,SFLED001953,Paid Search,Lead,34,Logistics Tech,SMB,Mountain,6/3/2026,,,1,50,6/19/2026,Webinar Registration,0,3,0,0,0,0
alex.kim737@ironwoodops.co,Alex,Kim,Ironwood Ops,HS100737,SFLED000737,LinkedIn,Lead,32,Healthcare Tech,Mid-Market,Mountain,3/22/2026,,,1,38,5/6/2026,ROI Calculator,0,4,0,0,0,0
blake.parker4013@pioneerplatform96.io,Blake,Parker,Pioneer Platform 96,HS104013,SFLED004013,Webinar,Lead,83,Healthcare Tech,Enterprise,International,2/7/2025,,,0,0,,,0,3,0,0,0,0
skyler.kim1230@northstarworks5.com,Skyler,Kim,Northstar Works 5,HS101230,SFLED001230,Outbound,Lead,72,Ecommerce,Mid-Market,West,6/13/2026,,,1,43,6/30/2026,Webinar Registration,0,2,0,0,0,0
jamie.reed1715@pioneercloud88.ai,Jamie,Reed,Pioneer Cloud 88,HS101715,SFLED001715,Direct,Lead,31,Logistics Tech,Mid-Market,Southeast,9/26/2025,,,0,0,,,0,3,0,0,0,0
rowan.davis2093@vertexsoftware.com,Rowan,Davis,Vertex Software,HS102093,SFLED002093,Paid Search,Lead,0,EdTech,Mid-Market,Southeast,8/20/2025,,,1,64,10/3/2025,Webinar Registration,0,2,0,0,0,0
blake.brooks3143@signallabs78.net,Blake,Brooks,Signal Labs 78,HS103143,SFLED003143,Outbound,Lead,17,Manufacturing Tech,Enterprise,International,7/16/2025,,,4,61,9/2/2025,Demo Request,0,3,0,0,0,0
bailey.kim2240@evergreenops30.ai,Bailey,Kim,Evergreen Ops 30,HS102240,SFLED002240,Outbound,Lead,39,HR Tech,Enterprise,Southeast,1/9/2026,,,0,0,,,0,3,0,0,0,0
drew.wright1451@keystonesystems68.com,Drew,Wright,Keystone Systems 68,HS101451,SFLED001451,Partner,Lead,76,SaaS,Mid-Market,Southeast,7/23/2025,,,2,52.5,9/18/2025,Contact Us,0,4,0,0,0,0
logan.adams193@meridiansystems.co,Logan,Adams,Meridian Systems,HS100193,SFLED000193,Direct,Lead,39,Cybersecurity,Enterprise,Southeast,1/30/2025,,,3,51,4/1/2025,HubSpot-SFDC Checklist,0,3,0,0,0,0
maya.gray2201@evergreenworks94.net,Maya,Gray,Evergreen Works 94,HS102201,SFLED002201,Webinar,Lead,45,Ecommerce,Mid-Market,Central,9/25/2025,,,2,20,10/18/2025,Contact Us,0,1,0,0,0,0
casey.patel1173@summitcloud34.io,Casey,Patel,Summit Cloud 34,HS101173,SFLED001173,LinkedIn,Lead,0,FinTech,SMB,Northeast,1/11/2026,,,0,0,,,0,3,0,0,0,0
kendall.miller1470@meridianmarkets2.ai,Kendall,Miller,Meridian Markets 2,HS101470,SFLED001470,Partner,MQL,63,Cybersecurity,Enterprise,Southeast,7/14/2025,8/3/2025,,2,71,9/7/2025,CRM Audit,0,3,0,0,0,0
blake.nelson3169@apexdynamics.ai,Blake,Nelson,Apex Dynamics,,SFLED003169,Organic Search,Lead,31,SaaS,Enterprise,Central,6/30/2026,,,2,35,6/30/2026,Contact Us,0,1,0,0,0,0
charlie.perry78@apexworks61.net,Charlie,Perry,Apex Works 61,HS100078,SFLED000078,Event,Lead,19,EdTech,Mid-Market,Northeast,5/17/2026,,,1,34,6/12/2026,ROI Calculator,0,2,0,0,0,0
bailey.chen1711@brightcloud66.net,Bailey,Chen,Bright Cloud 66,HS101711,SFLED001711,Outbound,Lead,23,Ecommerce,Enterprise,West,4/24/2026,,,0,0,,,0,1,0,0,0,0
elliot.adams608@apexgroup17.co,Elliot,Adams,Apex Group 17,HS100608,SFLED000608,Partner,Lead,96,FinTech,Enterprise,Southeast,11/30/2025,,,2,54,1/24/2026,CRM Audit,0,2,0,0,0,0
hayden.sullivan1032@brightlabs38.co,Hayden,Sullivan,Bright Labs 38,HS101032,SFLED001032,Content Download,Lead,36,Logistics Tech,SMB,Central,7/14/2025,,,1,14,7/31/2025,RevOps Playbook,0,3,0,0,0,0
alex.carter2406@meridiandata49.net,Alex,Carter,Meridian Data 49,HS102406,SFLED002406,Content Download,Lead,13,EdTech,Mid-Market,Northeast,5/23/2025,,,0,0,,,0,1,0,0,0,0
hayden.adams2380@cobaltcloud98.io,Hayden,Adams,Cobalt Cloud 98,HS102380,SFLED002380,Paid Search,Lead,45,EdTech,Enterprise,Northeast,9/3/2025,,,0,0,,,0,3,0,0,0,0
rowan.reed1324@vertexnetworks66.net,Rowan,Reed,Vertex Networks 66,HS101324,SFLED001324,Partner,MQL,51,Ecommerce,Mid-Market,International,2/15/2025,3/2/2025,,3,44.33333333,4/6/2025,Contact Us,0,5,0,0,0,0
jamie.bell2214@bluepeaksystems86.net,Jamie,Bell,BluePeak Systems 86,HS102214,SFLED002214,Webinar,Lead,55,Logistics Tech,Mid-Market,Southeast,11/26/2025,,,1,38,1/10/2026,RevOps Playbook,0,1,0,0,0,0
maya.long2798@evergreensystems95.co,Maya,Long,Evergreen Systems 95,HS102798,,Content Download,Lead,9,HR Tech,Enterprise,Southeast,6/14/2025,,,0,0,,,0,3,0,0,0,0
harper.adams2926@vertexanalytics.co,Harper,Adams,Vertex Analytics,HS102926,SFLED002926,LinkedIn,Lead,36,Cybersecurity,Enterprise,Central,5/6/2026,,,2,59,6/30/2026,CRM Audit,0,3,0,0,0,0
riley.bell4185@keystonedata.com,Riley,Bell,Keystone Data,HS104185,SFLED004185,Event,MQL,52,Healthcare Tech,Mid-Market,Southeast,2/15/2026,2/26/2026,,1,30,4/4/2026,HubSpot-SFDC Checklist,0,5,0,0,0,0
taylor.adams1799@atlascloud74.net,Taylor,Adams,Atlas Cloud 74,HS101799,SFLED001799,Outbound,Lead,35,Ecommerce,Mid-Market,Central,5/26/2025,,,1,46,6/6/2025,Contact Us,0,2,0,0,0,0
jordan.patel1700@pioneersoftware.co,Jordan,Patel,Pioneer Software,HS101700,SFLED001700,Organic Search,Subscriber,49,Logistics Tech,Enterprise,Mountain,8/6/2025,,,0,0,,,0,3,0,0,0,0
avery.chen1803@ironwoodintelligen.ai,Avery,Chen,Ironwood Intelligence 11,HS101803,SFLED001803,Webinar,Lead,45,Manufacturing Tech,SMB,Mountain,2/12/2026,,,2,67.5,4/5/2026,Demo Request,0,3,0,0,0,0
quinn.james2535@cobaltlabs40.ai,Kendall,Bell,Apex Group,HS103319,SFLED003319,Direct,Subscriber,45,FinTech,Enterprise,International,6/3/2025,,,2,33.5,7/27/2025,CRM Audit,0,4,0,0,0,0
bailey.nelson4157@keystonesolutions.com,Bailey,Nelson,Keystone Solutions,HS104157,SFLED004157,Content Download,Lead,50,SaaS,SMB,Central,2/17/2025,,,1,74,2/25/2025,Contact Us,0,1,0,0,0,0
jordan.brooks1686@atlasintelligence4.net,Jordan,Brooks,Atlas Intelligence 43,HS101686,,Content Download,Lead,22,Logistics Tech,Mid-Market,International,8/13/2025,,,1,39,10/10/2025,CRM Audit,0,2,0,0,0,0
blake.price2272@apexanalytics.net,Blake,Price,Apex Analytics,HS102272,SFLED002272,Content Download,Lead,58,HR Tech,Enterprise,Southeast,1/26/2026,,,1,6,3/15/2026,Contact Us,0,3,0,0,0,0
charlie.wright3488@pioneersystems54.com,Charlie,Wright,Pioneer Systems 54,HS103488,SFLED003488,LinkedIn,Lead,54,Ecommerce,Mid-Market,International,8/14/2025,,,0,0,,,0,1,0,0,0,0
avery.young1214@keystonedynamics63.ai,Avery,Young,Keystone Dynamics 63,HS101214,SFLED001214,LinkedIn,Subscriber,84,EdTech,Mid-Market,Mountain,6/16/2025,,,2,55.5,8/5/2025,Contact Us,0,1,0,0,0,0
charlie.young331@novaanalytics.io,Charlie,Young,Nova Analytics,HS100331,SFLED000331,LinkedIn,MQL,54,Cybersecurity,Enterprise,Mountain,9/13/2025,9/21/2025,,0,0,,,0,3,0,0,0,0
blake.king1400@atlassystems29.io,Cameron,Ross,Evergreen Intelligence 71,,SFLED001506,LinkedIn,MQL,51,Logistics Tech,Enterprise,Northeast,6/18/2026,6/26/2026,,1,87,6/30/2026,Demo Request,0,3,0,0,0,0
morgan.foster1352@bluepeakdata21.net,Morgan,Foster,BluePeak Data 21,HS101352,SFLED001352,Direct,Disqualified,18,Manufacturing Tech,SMB,Mountain,10/14/2025,,,1,62,12/1/2025,Webinar Registration,0,3,0,0,0,0
logan.long2631@catalystops.co,Logan,Long,Catalyst Ops,HS102631,SFLED002631,LinkedIn,Lead,64,SaaS,Enterprise,Mountain,4/20/2025,,,0,0,,,0,2,0,0,0,0
cameron.parker285@meridianhealth.net,Cameron,Parker,Meridian Health,HS100285,SFLED000285,Outbound,Disqualified,60,HR Tech,SMB,Northeast,11/16/2025,,,1,0,11/22/2025,Webinar Registration,0,4,0,0,0,0
casey.stone845@signaldata41.co,Casey,Stone,Signal Data 41,HS100845,SFLED000845,Outbound,Lead,54,Cybersecurity,Enterprise,West,12/1/2025,,,0,0,,,0,4,0,0,0,0
kendall.king1260@apexsolutions9.co,Kendall,King,Apex Solutions 9,HS101260,SFLED001260,Outbound,Lead,22,Manufacturing Tech,Enterprise,Central,6/7/2025,,,0,0,,,0,2,0,0,0,0
parker.sullivan1403@vertexhealth3.com,Parker,Sullivan,Vertex Health 3,HS101403,SFLED001403,Partner,Lead,30,HR Tech,Mid-Market,Mountain,2/24/2026,,,0,0,,,0,6,0,0,0,0
morgan.torres1003@cobaltdata.net,Morgan,Torres,Cobalt Data,HS101003,SFLED001003,LinkedIn,Customer,55,Healthcare Tech,SMB,West,1/10/2026,1/28/2026,2/13/2026,0,0,,,0,2,0,0,0,0
morgan.foster2128@brightlabs.ai,Morgan,Foster,Bright Labs,HS102128,SFLED002128,Partner,Lead,55,SaaS,Mid-Market,West,2/24/2025,,,1,42,3/7/2025,Webinar Registration,0,1,0,0,0,0
skyler.foster1442@pioneersystems.ai,Skyler,Foster,Pioneer Systems,HS101442,SFLED001442,Outbound,SQL,51,Manufacturing Tech,Mid-Market,Mountain,6/10/2025,7/4/2025,7/7/2025,4,43.75,7/28/2025,Webinar Registration,0,1,0,0,0,0
logan.sullivan756@evergreenanalytics.io,Logan,Sullivan,Evergreen Analytics 19,HS100756,SFLED000756,LinkedIn,Lead,20,HR Tech,SMB,Southeast,3/10/2025,,,0,0,,,0,3,0,0,0,0
jamie.james2719@summitops.net,Jamie,James,Summit Ops,HS102719,SFLED002719,Direct,Lead,90,HR Tech,Enterprise,Northeast,10/28/2025,,,2,22.5,12/7/2025,ROI Calculator,0,2,0,0,0,0
alex.torres2886@clearpathlabs47.com,Alex,Torres,Clearpath Labs 47,HS102886,SFLED002886,Paid Search,MQL,64,Logistics Tech,Mid-Market,Mountain,2/10/2025,2/16/2025,,3,57,3/15/2025,Contact Us,0,3,0,0,0,0
blake.gray1489@evergreengroup93.net,Blake,Gray,Evergreen Group 93,HS101489,SFLED001489,Referral,Lead,63,HR Tech,Enterprise,Mountain,10/19/2025,,,0,0,,,0,2,0,0,0,0
sam.murphy779@apexnetworks.co,Sam,Murphy,Apex Networks,HS100779,SFLED000779,Event,Lead,79,Manufacturing Tech,Enterprise,Southeast,4/18/2026,,,1,61,6/4/2026,Contact Us,0,2,0,0,0,0
rowan.nelson2899@keystonemarkets13.co,Rowan,Nelson,Keystone Markets 13,HS102899,SFLED002899,LinkedIn,Lead,26,Ecommerce,Mid-Market,Southeast,3/13/2025,,,1,34,5/9/2025,Webinar Registration,0,4,0,0,0,0
devon.torres2763@summitmarkets88.co,Devon,Torres,Summit Markets 88,HS102763,SFLED002763,Direct,Lead,39,Logistics Tech,Mid-Market,Mountain,4/22/2026,,,2,54,5/23/2026,CRM Audit,0,3,0,0,0,0
jordan.torres1095@novamarkets.com,Jordan,Torres,Nova Markets,HS101095,SFLED001095,LinkedIn,Lead,54,Healthcare Tech,Enterprise,Central,11/24/2025,,,2,21,1/5/2026,Contact Us,0,4,0,0,0,0
taylor.gray767@cobaltdata58.net,Taylor,Gray,Cobalt Data 58,HS100767,SFLED000767,Direct,Lead,43,Logistics Tech,Mid-Market,West,5/20/2025,,,1,96,6/20/2025,HubSpot-SFDC Checklist,0,1,0,0,0,0
casey.carter2379@vertexsystems29.net,Casey,Carter,Vertex Systems 29,HS102379,SFLED002379,Content Download,Lead,72,Logistics Tech,Enterprise,Central,2/21/2025,,,1,49,4/7/2025,Contact Us,0,3,0,0,0,0
drew.young1611@brightcloud66.net,Drew,Young,Bright Cloud 66,HS101611,SFLED001611,Organic Search,Lead,44,Ecommerce,Enterprise,West,10/16/2025,,,2,69.5,12/2/2025,HubSpot-SFDC Checklist,0,1,0,0,0,0
alex.sullivan2441@vertexworks.io,Alex,Sullivan,Vertex Works,HS102441,SFLED002441,Webinar,Opportunity,66,Ecommerce,Mid-Market,Northeast,11/13/2025,11/30/2025,11/27/2025,2,53.5,12/31/2025,Contact Us,0,3,0,0,0,0
finley.torres2120@pioneeranalytics.co,Finley,Torres,Pioneer Analytics,HS102120,SFLED002120,Webinar,Lead,62,SaaS,Mid-Market,Southeast,10/31/2025,,,0,0,,,0,5,0,0,0,0
cameron.kim1091@brightsoftware68.ai,Cameron,Kim,Bright Software 68,HS101091,SFLED001091,Referral,Lead,61,EdTech,Enterprise,Southeast,2/6/2025,,,0,0,,,0,6,0,0,0,0
taylor.miller1704@keystonedynamics.io,Morgan,Wright,Atlas Labs,HS103128,SFLED003128,Referral,Lead,23,EdTech,SMB,Northeast,2/28/2025,,,1,92,4/30/2025,Demo Request,0,4,0,0,0,0
emerson.kim2442@bluepeakhealth.ai,Emerson,Kim,BluePeak Health,HS102442,SFLED002442,Referral,SQL,67,Manufacturing Tech,Mid-Market,Northeast,2/28/2025,3/14/2025,4/7/2025,1,72,3/10/2025,CRM Audit,0,1,0,0,0,0
taylor.bell1975@signalworks47.com,Taylor,Bell,Signal Works 47,HS101975,SFLED001975,Webinar,Opportunity,80,Ecommerce,Mid-Market,Central,6/12/2025,6/21/2025,7/26/2025,0,0,,,0,1,0,0,0,0
sam.foster894@apexhealth.co,Sam,Foster,Apex Health,HS100894,,Direct,Lead,45,FinTech,SMB,Central,11/17/2025,,,2,33.5,12/14/2025,CRM Audit,0,3,0,0,0,0
devon.sullivan2234@novasystems83.ai,Devon,Sullivan,Nova Systems 83,HS102234,SFLED002234,Referral,MQL,71,Logistics Tech,SMB,Southeast,2/2/2026,2/12/2026,,1,8,2/12/2026,HubSpot-SFDC Checklist,0,4,0,0,0,0
reese.wright56@evergreenanalytics.io,Reese,Wright,Evergreen Analytics,HS100056,SFLED000056,Outbound,Disqualified,11,SaaS,Mid-Market,Southeast,3/30/2025,,,1,50,4/19/2025,RevOps Playbook,0,2,0,0,0,0
